file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
9564.json,False,"In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the presidents liberal picks, have struck down the presidents executive orders.",supreme-court,sean-spicer,Communications Director for the Republican National Committee,,republican,0.0,0.0,0.0,0.0,1.0,"an appearance on CNN's ""State of the Union""","conspiracy, discredit"
2995.json,False,Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.,"deficit,economy,housing,jobs,stimulus",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a message via the Internet,conspiracy
9243.json,False,Over 300K home owner suicides attributed to foreclosures.,"economy,health-care,housing,public-health",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme shared on social media,"conspiracy, emotion"
465.json,False,"Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga.",candidates-biography,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,,"Conspiracy, Discredit"
452.json,False,"Denies that he said the Obama campaign ""played the race card.""",elections,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,Pittsburgh,Conspiracy
8976.json,False,"Ive been a cop in Lake County, Michigan, since 1982 thereabout. I conduct federal raids with the DEA and ATF and U.S. Marshals and the FBI and Texas Rangers.","candidates-biography,guns",ted-nugent,musician,Texas,republican,0.0,0.0,2.0,0.0,2.0,comments on CNN,"conspiracy, impersonation"
1627.json,False,The bill also provides full federal funding for abortions,"abortion,health-care",john-carter,U.S. House of Representatives,Texas,republican,0.0,3.0,1.0,2.0,2.0,a press release,conspiracy
4478.json,False,"Wisconsin is broke, and state government is $3 billion in debt.",state-budget,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a fund-raising letter,conspiracy
7300.json,False,"Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.","diversity,families,gays-and-lesbians,legal-issues,marriage,religion",national-organization-marriage,Nonprofit organization,Rhode Island,organization,0.0,1.0,0.0,0.0,1.0,a newspaper ad,"conspiracy,discredit"
1105.json,False,The Senate voted this week to allow illegal aliens access to Social Security benefits.,immigration,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy,discredit"
11045.json,False,Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.,history,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a website post,conspiracy
4377.json,False,Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.,candidates-biography,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,on web pages.,conspiracy
8781.json,False,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent.","crime,federal-budget,government-efficiency,medicaid,medicare,taxes,welfare",ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a speech,conspiracy
7802.json,False,"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.","health-care,privacy,taxes",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on Fox News' ""On the Record"" with Greta Van Susteren",conspiracy
9356.json,False,Obamacare is one big fat VA system.,"health-care,veterans",kimberly-guilfoyle,,,none,0.0,1.0,0.0,0.0,1.0,"a broadcast of ""The Five"" on Fox News",conspiracy
11896.json,False,"Dont believe those phony numbers when you hear 4.9 and 5 percent unemployment. The numbers probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.","economy,jobs",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a victory speech after the New Hampshire primary,"conspiracy, emotion"
3178.json,False,The last Christians are about to leave Iraq.,"iraq,religion",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,an interview on MSNBC,conspiracy
13276.json,False,"Of course, there is large scale voter fraud happening on and before election day.","corrections-and-updates,elections",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,conspiracy
1696.json,False,"Says Republican state leaders are using ""Soviet-style"" budget management.",state-budget,bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a public interview,"conspiracy, emotion"
7704.json,False,"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.","energy,jobs",ohio-oil-and-gas-association,Trade organization,Ohio,none,0.0,0.0,0.0,0.0,1.0,a TV/internet ad,conspiracy
5359.json,False,Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,message-machine-2012,restore-our-future,super PAC,,republican,1.0,0.0,3.0,1.0,2.0,a television ad,"conspiracy, discredit"
6357.json,False,"Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help.","corporations,message-machine-2012,state-budget,taxes",we-are-milwaukee,,,organization,0.0,0.0,0.0,0.0,1.0,a campaign flyer,"conspiracy, discredit"
7251.json,False,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform.","congress,health-care",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email message,conspiracy
11786.json,False,Donald Trump is appealing as much to Democrats as he is to Republicans.,"polls,pundits",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,a roundtable discussion on CNN,"Conspiracy, Discredit"
6259.json,False,President Obamas health care law says when you sell your house now you have to pay a 3.8 percent tax.,"health-care,housing,income,taxes",vincent-buddy-cianci,,Rhode Island,independent,0.0,2.0,1.0,2.0,1.0,a question to a candidate,"conspiracy, discredit"
8655.json,False,The Earth is not warming.,"climate-change,corrections-and-updates,environment,weather",barry-smitherman,"Member, Texas Railroad Commission",Texas,republican,0.0,0.0,1.0,0.0,1.0,,conspiracy
9611.json,False,North Korea is telling its people that their mens national team is in the World Cup final.,"foreign-policy,sports",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,"a post on the blog ""Outside the Beltway""","conspiracy, impersonation"
11752.json,False,"Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.","china,history,job-accomplishments,nuclear",nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,an interview on CNN,conspiracy
9706.json,False,This administration is slashing the Navy to pay for more Obamacare.,"health-care,message-machine-2014,military",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2.0,3.0,2.0,2.0,1.0,a debate.,"conspiracy, discredit"
8836.json,False,"Monica Wehby and Jason Conger are causing devastating consequences for nearly 23,000 Oregonians looking for work.",workers,justin-barasky,Democratic Senatorial Campaign Committee press secretary,Washington D.C.,democrat,0.0,0.0,0.0,0.0,1.0,a DSCC news release,"conspiracy, discredit"
3655.json,False,"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.","foreign-policy,history,military",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a press conference,Conspiracy
9144.json,False,Says Michelle Obama waved red communist flags on her trip to China.,"foreign-policy,pop-culture",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, discredit"
45.json,False,"Iowa, for good reason, for constitutional reasons, for reasons related to the Lord, should be the first caucus and primary.",elections,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,,"conspiracy, emotion"
8145.json,False,A United Nations working group has adopted a proposed agenda to enable member nations to disarm civilians within their borders.,guns,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a document shared via email and social media,Conspiracy
10792.json,False,The projected revenue from the Mayweather/Pacquiao fight is larger than the annual GDP of 29 different countries.,"economy,sports",jim-lampley,Boxing announcer,,none,0.0,0.0,0.0,0.0,1.0,comments before the Mayweather vs. Pacquiao fight,conspiracy
11965.json,False,"A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.",health-care,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"the Republican debate in Houston, Texas","conspiracy, discredit"
13461.json,False,Final election 2016 numbers: Trump won the popular vote.,elections,blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,web posts,conspiracy
2543.json,False,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,campaign-finance,jill-chambers,State House Representative,Georgia,republican,0.0,0.0,0.0,0.0,1.0,a recorded telephone message,"conspiracy, discredit"
7609.json,False,A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.,environment,jeff-tittel,Director of the New Jersey Sierra Club,,none,0.0,1.0,1.0,0.0,1.0,an opinion column for NJToday.net,conspiracy
5361.json,False,Says abortion is the most common surgery in our country.,abortion,patrick-johnston,Director of Personhood Ohio,Ohio,none,0.0,0.0,0.0,0.0,1.0,a radio interview,conspiracy
3756.json,False,"Very, very, very few people get a pat-down when they go through airport security.",homeland-security,janet-napolitano,Secretary of Homeland Security,,democrat,1.0,0.0,1.0,1.0,1.0,Atlanta Press Club speech,conspiracy
10442.json,False,"The U.S. unemployment rate has been massaged, its been doctored.","economy,job-accomplishments,jobs",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a breakfast talk in Iowa,conspiracy
3272.json,False,Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,"labor,state-budget",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,an appearance on a TV interview program,"conspiracy, emotion"
3111.json,False,Says a Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life.,health-care,bill-batchelder,State representative,Ohio,republican,0.0,1.0,1.0,1.0,3.0,a speech in the Ohio House of Representatives,"Conspiracy, Discredit"
2452.json,False,Candidate for governor Roy Barnes has been fighting hard to let illegal immigrants vote.,immigration,republican-governors-association,,"Washington, D.C.",republican,5.0,1.0,6.0,4.0,2.0,a website,"conspiracy, discredit"
10694.json,False,Says President Ronald Reagan had a month of job creation of 1 million.,jobs,george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,an appearance on Fox News Sunday,conspiracy
5203.json,False,"Rick Santorum says Rick Perry requested 1,200 earmarks as governor of Texas.","congress,federal-budget",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,comment to reporters.,"Conspiracy, Discredit"
931.json,False,Nancy Pelosi wants a Windfall Tax on Retirement Income.,taxes,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,Internet attack,conspiracy
10471.json,False,Sheriffs Call For Obamas Lynching While Leader Meets With GOP Senators,immigration,urban-intellectuals,,,democrat,0.0,0.0,0.0,0.0,1.0,an article posted on Urban Intellectuals,"conspiracy, emotion, trolling"
10321.json,False,"Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.",states,wallace-hall,Businessman,Texas,republican,0.0,0.0,0.0,0.0,1.0,a speech,"conspiracy, emotion"
11392.json,False,"100 percent of the crime is committed, in estimate, by about 15 percent of the population.","corrections-and-updates,crime,criminal-justice,population",dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,"an interview by David Brown, host of the Texas Standard",conspiracy
5296.json,False,Congressman Scott DesJarlais is spending his one year anniversary on vacation -- only working 6 days in all of January.,"congress,congressional-rules,government-efficiency,job-accomplishments",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a press release.,"conspiracy, discredit"
1605.json,False,"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",health-care,republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a news release,"conspiracy, emotion"
7710.json,False,New Virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices.,"abortion,public-health,market-regulation",susan-b-anthony-list,,,republican,0.0,1.0,0.0,0.0,1.0,a radio ad.,"conspiracy, discredit"
